drug	method	column	row	match_not
Isoniazid	Ariba	8	11	Match with phenotype
Isoniazid	Ariba	8	12	Match with phenotype
Isoniazid	Ariba	8	13	Match with phenotype
Isoniazid	Ariba	8	14	Match with phenotype
Isoniazid	Ariba	8	15	Match with phenotype
Isoniazid	Ariba	8	16	Match with phenotype
Isoniazid	Ariba	9	1	Match with phenotype
Isoniazid	Ariba	9	2	Not match with phenotype
Isoniazid	Ariba	9	3	Match with phenotype
Isoniazid	Ariba	9	4	Match with phenotype
Isoniazid	Ariba	9	5	Not match with phenotype
Isoniazid	Ariba	9	6	Match with phenotype
Isoniazid	Ariba	9	7	Not match with phenotype
Isoniazid	Ariba	9	8	Match with phenotype
Isoniazid	Ariba	9	9	Match with phenotype
Isoniazid	Ariba	9	10	Not match with phenotype
Isoniazid	Ariba	9	11	Match with phenotype
Isoniazid	Ariba	9	12	Match with phenotype
Isoniazid	Ariba	9	13	Match with phenotype
Isoniazid	Ariba	9	14	Not match with phenotype
Isoniazid	Ariba	9	15	Match with phenotype
Isoniazid	Ariba	9	16	Match with phenotype
Isoniazid	Ariba	10	1	Match with phenotype
Isoniazid	Ariba	10	2	Not match with phenotype
Isoniazid	Ariba	10	3	Match with phenotype
Isoniazid	Ariba	10	4	Match with phenotype
Isoniazid	Ariba	10	5	Not match with phenotype
Isoniazid	Ariba	10	6	Not match with phenotype
Isoniazid	Ariba	10	7	Match with phenotype
Isoniazid	Ariba	10	8	Match with phenotype
Isoniazid	Ariba	10	9	Match with phenotype
Isoniazid	Ariba	10	10	Match with phenotype
Isoniazid	Ariba	10	11	Match with phenotype
Isoniazid	Ariba	10	12	Match with phenotype
Isoniazid	Ariba	10	13	Match with phenotype
Isoniazid	Ariba	10	14	Match with phenotype
Isoniazid	Ariba	10	15	Match with phenotype
Isoniazid	Ariba	10	16	Match with phenotype
Isoniazid	Ariba	11	1	Match with phenotype
Isoniazid	Ariba	11	2	Match with phenotype
Isoniazid	Ariba	11	3	Match with phenotype
Isoniazid	Ariba	11	4	Match with phenotype
Isoniazid	Ariba	11	5	Match with phenotype
Isoniazid	Ariba	11	6	Not match with phenotype
Isoniazid	Ariba	11	7	Match with phenotype
Isoniazid	Ariba	11	8	Match with phenotype
Isoniazid	Ariba	11	9	Match with phenotype
Isoniazid	Ariba	11	10	Match with phenotype
Isoniazid	Ariba	11	11	Not match with phenotype
Isoniazid	Ariba	11	12	Match with phenotype
Isoniazid	Ariba	11	13	Not match with phenotype
Isoniazid	Ariba	11	14	Match with phenotype
Isoniazid	Ariba	11	15	Match with phenotype
Isoniazid	Ariba	11	16	Match with phenotype
Isoniazid	Ariba	12	1	Match with phenotype
Isoniazid	Ariba	12	2	Match with phenotype
Isoniazid	Ariba	12	3	Match with phenotype
Isoniazid	Ariba	12	4	Not match with phenotype
Isoniazid	Ariba	12	5	Not match with phenotype
Isoniazid	Ariba	12	6	Match with phenotype
Isoniazid	Ariba	12	7	Not match with phenotype
Isoniazid	Ariba	12	8	Match with phenotype
Isoniazid	Ariba	12	9	Not match with phenotype
Isoniazid	Ariba	12	10	Match with phenotype
Isoniazid	Ariba	12	11	Match with phenotype
Isoniazid	Ariba	12	12	Match with phenotype
Isoniazid	Ariba	12	13	Match with phenotype
Isoniazid	Ariba	12	14	Not match with phenotype
Isoniazid	Ariba	12	15	Match with phenotype
Isoniazid	Ariba	12	16	Match with phenotype
Isoniazid	Ariba	13	1	Match with phenotype
Isoniazid	Ariba	13	2	Match with phenotype
Isoniazid	Ariba	13	3	Match with phenotype
Isoniazid	Ariba	13	4	Not match with phenotype
Isoniazid	Ariba	13	5	Match with phenotype
Isoniazid	Ariba	13	6	Not match with phenotype
Isoniazid	Ariba	13	7	Match with phenotype
Isoniazid	Ariba	13	8	Not match with phenotype
Isoniazid	Ariba	13	9	Match with phenotype
Isoniazid	Ariba	13	10	Match with phenotype
Isoniazid	Ariba	13	11	Match with phenotype
Isoniazid	Ariba	13	12	Not match with phenotype
Isoniazid	Ariba	13	13	Not match with phenotype
Isoniazid	Ariba	13	14	Match with phenotype
Isoniazid	Ariba	13	15	Match with phenotype
Isoniazid	Ariba	13	16	Match with phenotype
Isoniazid	Ariba	14	1	Match with phenotype
Isoniazid	Ariba	14	2	Match with phenotype
Isoniazid	Ariba	14	3	Match with phenotype
Isoniazid	Ariba	14	4	Not match with phenotype
Isoniazid	Ariba	14	5	Match with phenotype
Isoniazid	Ariba	14	6	Match with phenotype
Isoniazid	Ariba	14	7	Match with phenotype
Isoniazid	Ariba	14	8	Match with phenotype
Isoniazid	Ariba	14	9	Match with phenotype
Isoniazid	Ariba	14	10	Not match with phenotype
Isoniazid	Ariba	14	11	Match with phenotype
Isoniazid	Ariba	14	12	Match with phenotype
Isoniazid	Ariba	14	13	Match with phenotype
Isoniazid	Ariba	14	14	Match with phenotype
Isoniazid	Ariba	14	15	Not match with phenotype
Isoniazid	Ariba	14	16	Match with phenotype
Isoniazid	Ariba	15	1	Match with phenotype
Isoniazid	Ariba	15	2	Match with phenotype
Isoniazid	Ariba	15	3	Match with phenotype
Isoniazid	Ariba	15	4	Match with phenotype
Isoniazid	Ariba	15	5	Not match with phenotype
Isoniazid	Ariba	15	6	Not match with phenotype
Isoniazid	Ariba	15	7	Match with phenotype
Isoniazid	Ariba	15	8	Match with phenotype
Isoniazid	Ariba	15	9	Not match with phenotype
Isoniazid	Ariba	15	10	Match with phenotype
Isoniazid	Ariba	15	11	Match with phenotype
Isoniazid	Ariba	15	12	Match with phenotype
Isoniazid	Ariba	15	13	Match with phenotype
Isoniazid	Ariba	15	14	Match with phenotype
Isoniazid	Ariba	15	15	Match with phenotype
Isoniazid	Ariba	15	16	Not match with phenotype
Isoniazid	Ariba	16	1	Not match with phenotype
Isoniazid	Ariba	16	2	Match with phenotype
Isoniazid	Ariba	16	3	Not match with phenotype
Isoniazid	Ariba	16	4	Not match with phenotype
Isoniazid	Ariba	16	5	Not match with phenotype
Isoniazid	Ariba	16	6	Match with phenotype
Isoniazid	Ariba	16	7	Match with phenotype
Isoniazid	Ariba	16	8	Match with phenotype
Isoniazid	Ariba	16	9	Not match with phenotype
Isoniazid	Ariba	16	10	Not match with phenotype
Isoniazid	Ariba	16	11	Match with phenotype
Isoniazid	Ariba	16	12	Not match with phenotype
Isoniazid	Ariba	16	13	Match with phenotype
Isoniazid	Ariba	16	14	Match with phenotype
Isoniazid	Ariba	16	15	Match with phenotype
Isoniazid	Ariba	16	16	Not match with phenotype
Isoniazid	Ariba	17	1	Not match with phenotype
Isoniazid	Ariba	17	2	Match with phenotype
Isoniazid	Ariba	17	3	Not match with phenotype
Isoniazid	Ariba	17	4	Match with phenotype
Isoniazid	Ariba	17	5	Not match with phenotype
Isoniazid	Ariba	17	6	Match with phenotype
Isoniazid	Ariba	17	7	Match with phenotype
Isoniazid	Ariba	17	8	Match with phenotype
Isoniazid	Ariba	17	9	Match with phenotype
Isoniazid	Ariba	17	10	Match with phenotype
Isoniazid	Ariba	17	11	Match with phenotype
Isoniazid	Ariba	17	12	Not match with phenotype
Isoniazid	Ariba	17	13	Match with phenotype
Isoniazid	Ariba	17	14	Match with phenotype
Isoniazid	Ariba	17	15	Match with phenotype
Isoniazid	Ariba	17	16	Match with phenotype
Isoniazid	Ariba	18	1	Match with phenotype
Isoniazid	Ariba	18	2	Not match with phenotype
Isoniazid	Ariba	18	3	Match with phenotype
Isoniazid	Ariba	18	4	Match with phenotype
Isoniazid	Ariba	18	5	Not match with phenotype
Isoniazid	Ariba	18	6	Match with phenotype
Isoniazid	Ariba	18	7	Match with phenotype
Isoniazid	Ariba	18	8	Match with phenotype
Isoniazid	Ariba	18	9	Match with phenotype
Isoniazid	Ariba	18	10	Match with phenotype
Isoniazid	Ariba	18	11	Match with phenotype
Isoniazid	Ariba	18	12	Not match with phenotype
Isoniazid	Ariba	18	13	Match with phenotype
Isoniazid	Ariba	18	14	Not match with phenotype
Isoniazid	Ariba	18	15	Match with phenotype
Isoniazid	Ariba	18	16	Match with phenotype
Isoniazid	Ariba	19	1	Match with phenotype
Isoniazid	Ariba	19	2	Match with phenotype
Isoniazid	Ariba	19	3	Match with phenotype
Isoniazid	Ariba	19	4	Match with phenotype
Isoniazid	Ariba	19	5	Match with phenotype
Isoniazid	Ariba	19	6	Match with phenotype
Isoniazid	Ariba	19	7	Match with phenotype
Isoniazid	Ariba	19	8	Match with phenotype
Isoniazid	Ariba	19	9	Not match with phenotype
Isoniazid	Ariba	19	10	Match with phenotype
Isoniazid	Ariba	19	11	Not match with phenotype
Isoniazid	Ariba	19	12	Match with phenotype
Isoniazid	Ariba	19	13	Match with phenotype
Isoniazid	Ariba	19	14	Match with phenotype
Isoniazid	Ariba	19	15	Match with phenotype
Isoniazid	Ariba	19	16	Match with phenotype
Isoniazid	Ariba	20	1	Match with phenotype
Isoniazid	Ariba	20	2	Not match with phenotype
Isoniazid	Ariba	20	3	Match with phenotype
Isoniazid	Ariba	20	4	Match with phenotype
Isoniazid	Ariba	20	5	Match with phenotype
Isoniazid	Ariba	20	6	Match with phenotype
Isoniazid	Ariba	20	7	Match with phenotype
Isoniazid	Ariba	20	8	Not match with phenotype
Isoniazid	Ariba	20	9	Not match with phenotype
Isoniazid	Ariba	20	10	Match with phenotype
Isoniazid	Ariba	20	11	Match with phenotype
Isoniazid	Ariba	20	12	Match with phenotype
Isoniazid	Ariba	20	13	Match with phenotype
Isoniazid	Ariba	20	14	Match with phenotype
Isoniazid	Ariba	20	15	Match with phenotype
Isoniazid	Ariba	20	16	Match with phenotype
Isoniazid	Ariba	21	1	Match with phenotype
Isoniazid	Ariba	21	2	Match with phenotype
Isoniazid	Ariba	21	3	Not match with phenotype
Isoniazid	Ariba	21	4	Match with phenotype
Isoniazid	Ariba	21	5	Match with phenotype
Isoniazid	Ariba	21	6	Not match with phenotype
Isoniazid	Ariba	21	7	Match with phenotype
Isoniazid	Ariba	21	8	Not match with phenotype
Isoniazid	Ariba	21	9	Match with phenotype
Isoniazid	Ariba	21	10	Match with phenotype
Isoniazid	Ariba	21	11	Match with phenotype
Isoniazid	Ariba	21	12	Match with phenotype
Isoniazid	Ariba	21	13	Match with phenotype
Isoniazid	Ariba	21	14	Not match with phenotype
Isoniazid	Ariba	21	15	Match with phenotype
Isoniazid	Ariba	21	16	Match with phenotype
Isoniazid	Ariba	22	1	Not match with phenotype
Isoniazid	Ariba	22	2	Not match with phenotype
Isoniazid	Ariba	22	3	Not match with phenotype
Isoniazid	Ariba	22	4	Match with phenotype
Isoniazid	Ariba	22	5	Match with phenotype
Isoniazid	Ariba	22	6	Match with phenotype
Isoniazid	Ariba	22	7	Match with phenotype
Isoniazid	Ariba	22	8	Match with phenotype
Isoniazid	Ariba	22	9	Not match with phenotype
Isoniazid	Ariba	22	10	Match with phenotype
Isoniazid	Ariba	22	11	Not match with phenotype
Isoniazid	Ariba	22	12	Match with phenotype
Isoniazid	Ariba	22	13	Match with phenotype
Isoniazid	Ariba	22	14	Match with phenotype
Isoniazid	Ariba	22	15	Not match with phenotype
Isoniazid	Ariba	22	16	Not match with phenotype
Isoniazid	Ariba	23	1	Not match with phenotype
Isoniazid	Ariba	23	2	Match with phenotype
Isoniazid	Ariba	23	3	Match with phenotype
Isoniazid	Ariba	23	4	Not match with phenotype
Isoniazid	Ariba	23	5	Match with phenotype
Isoniazid	Ariba	23	6	Match with phenotype
Isoniazid	Ariba	23	7	Match with phenotype
Isoniazid	Ariba	23	8	Match with phenotype
Isoniazid	Ariba	23	9	Match with phenotype
Isoniazid	Ariba	23	10	Not match with phenotype
Isoniazid	Ariba	23	11	Match with phenotype
Isoniazid	Ariba	23	12	Match with phenotype
Isoniazid	Ariba	23	13	Match with phenotype
Isoniazid	Ariba	23	14	Match with phenotype
Isoniazid	Ariba	23	15	Match with phenotype
Isoniazid	Ariba	23	16	Not match with phenotype
Isoniazid	Ariba	24	1	Not match with phenotype
Isoniazid	Ariba	24	2	Match with phenotype
Isoniazid	Ariba	24	3	Not match with phenotype
Isoniazid	Ariba	24	4	Match with phenotype
Isoniazid	Ariba	24	5	Match with phenotype
Isoniazid	Ariba	24	6	Not match with phenotype
Isoniazid	Ariba	24	7	Not match with phenotype
Isoniazid	Ariba	24	8	Match with phenotype
Isoniazid	Ariba	24	9	Not match with phenotype
Isoniazid	Ariba	24	10	Match with phenotype
Isoniazid	Ariba	24	11	Match with phenotype
Isoniazid	Ariba	24	12	Match with phenotype
Isoniazid	Ariba	24	13	Match with phenotype
Isoniazid	Ariba	24	14	Not match with phenotype
Isoniazid	Ariba	24	15	Match with phenotype
Isoniazid	Ariba	24	16	Match with phenotype
Isoniazid	Ariba	25	1	Match with phenotype
Isoniazid	Ariba	25	2	Match with phenotype
Isoniazid	Ariba	25	3	Not match with phenotype
Isoniazid	Ariba	25	4	Match with phenotype
Isoniazid	Ariba	25	5	Match with phenotype
Isoniazid	Ariba	25	6	Match with phenotype
Isoniazid	Ariba	25	7	Match with phenotype
Isoniazid	Ariba	25	8	Not match with phenotype
Isoniazid	Ariba	25	9	Not match with phenotype
Isoniazid	Ariba	25	10	Match with phenotype
Isoniazid	Ariba	25	11	Not match with phenotype
Isoniazid	Ariba	25	12	Not match with phenotype
Isoniazid	Ariba	25	13	Match with phenotype
Isoniazid	Ariba	25	14	Match with phenotype
Isoniazid	Ariba	25	15	Match with phenotype
Isoniazid	Ariba	25	16	Match with phenotype
Isoniazid	Ariba	26	1	Not match with phenotype
Isoniazid	Ariba	26	2	Match with phenotype
Isoniazid	Ariba	26	3	Match with phenotype
Isoniazid	Ariba	26	4	Match with phenotype
Isoniazid	Ariba	26	5	Match with phenotype
Isoniazid	Ariba	26	6	Match with phenotype
Isoniazid	Ariba	26	7	Match with phenotype
Isoniazid	Ariba	26	8	Match with phenotype
Isoniazid	Ariba	26	9	Match with phenotype
Isoniazid	Ariba	26	10	Match with phenotype
Isoniazid	Ariba	26	11	Match with phenotype
Isoniazid	Ariba	26	12	Not match with phenotype
Isoniazid	Ariba	26	13	Match with phenotype
Isoniazid	Ariba	26	14	Match with phenotype
Isoniazid	Ariba	26	15	Match with phenotype
Isoniazid	Ariba	26	16	Match with phenotype
Isoniazid	Ariba	27	1	Match with phenotype
Isoniazid	Ariba	27	2	Match with phenotype
Isoniazid	Ariba	27	3	Not match with phenotype
Isoniazid	Ariba	27	4	Match with phenotype
Isoniazid	Ariba	27	5	Match with phenotype
Isoniazid	Ariba	27	6	Match with phenotype
Isoniazid	Ariba	27	7	Not match with phenotype
Isoniazid	Ariba	27	8	Match with phenotype
Isoniazid	Ariba	27	9	Match with phenotype
Isoniazid	Ariba	27	10	Not match with phenotype
Isoniazid	Ariba	27	11	Match with phenotype
Isoniazid	Ariba	27	12	Match with phenotype
Isoniazid	Ariba	27	13	Not match with phenotype
Isoniazid	Ariba	27	14	Match with phenotype
Isoniazid	Ariba	27	15	Match with phenotype
Isoniazid	Ariba	27	16	Match with phenotype
Isoniazid	Ariba	28	1	Not match with phenotype
Isoniazid	Ariba	28	2	Match with phenotype
Isoniazid	Ariba	28	3	Not match with phenotype
Isoniazid	Ariba	28	4	Match with phenotype
Isoniazid	Ariba	28	5	Not match with phenotype
Isoniazid	Ariba	28	6	Not match with phenotype
Isoniazid	Ariba	28	7	Match with phenotype
Isoniazid	Ariba	28	8	Match with phenotype
Isoniazid	Ariba	28	9	Match with phenotype
Isoniazid	Ariba	28	10	Not match with phenotype
Isoniazid	Ariba	28	11	Match with phenotype
Isoniazid	Ariba	28	12	Match with phenotype
Isoniazid	Ariba	28	13	Match with phenotype
Isoniazid	Ariba	28	14	Not match with phenotype
Isoniazid	Ariba	28	15	Match with phenotype
Isoniazid	Ariba	28	16	Match with phenotype
Isoniazid	Ariba	29	1	Match with phenotype
Isoniazid	Ariba	29	2	Match with phenotype
Isoniazid	Ariba	29	3	Match with phenotype
Isoniazid	Ariba	29	4	Match with phenotype
Isoniazid	Ariba	29	5	Match with phenotype
Isoniazid	Ariba	29	6	Match with phenotype
Isoniazid	Ariba	29	7	Match with phenotype
Isoniazid	Ariba	29	8	Match with phenotype
Isoniazid	Ariba	29	9	Not match with phenotype
Isoniazid	Ariba	29	10	Not match with phenotype
Isoniazid	Ariba	29	11	Match with phenotype
Isoniazid	Ariba	29	12	Match with phenotype
Isoniazid	Ariba	29	13	Match with phenotype
Isoniazid	Ariba	29	14	Match with phenotype
Isoniazid	Ariba	29	15	Match with phenotype
Isoniazid	Ariba	29	16	Match with phenotype
Isoniazid	Ariba	30	1	Not match with phenotype
Isoniazid	Ariba	30	2	Match with phenotype
Isoniazid	Ariba	30	3	Not match with phenotype
Isoniazid	Ariba	30	4	Match with phenotype
Isoniazid	Ariba	30	5	Match with phenotype
Isoniazid	Ariba	30	6	Match with phenotype
Isoniazid	Ariba	30	7	Match with phenotype
Isoniazid	Ariba	30	8	Match with phenotype
Isoniazid	Ariba	30	9	Match with phenotype
Isoniazid	Ariba	30	10	Match with phenotype
Isoniazid	Ariba	30	11	Match with phenotype
Isoniazid	Ariba	30	12	Not match with phenotype
Isoniazid	Ariba	30	13	Match with phenotype
Isoniazid	Ariba	30	14	Match with phenotype
Isoniazid	Ariba	30	15	Match with phenotype
Isoniazid	Ariba	30	16	Not match with phenotype
Isoniazid	Ariba	31	1	Match with phenotype
Isoniazid	Ariba	31	2	Match with phenotype
Isoniazid	Ariba	31	3	Not match with phenotype
Isoniazid	Ariba	31	4	Not match with phenotype
Isoniazid	Ariba	31	5	Match with phenotype
Isoniazid	Ariba	31	6	Match with phenotype
Isoniazid	Ariba	31	7	Match with phenotype
Isoniazid	Ariba	31	8	Match with phenotype
Isoniazid	Ariba	31	9	Match with phenotype
Isoniazid	Ariba	31	10	Match with phenotype
Isoniazid	Ariba	31	11	Match with phenotype
Isoniazid	Ariba	31	12	Match with phenotype
Isoniazid	Ariba	31	13	Match with phenotype
Isoniazid	Ariba	31	14	Match with phenotype
Isoniazid	Ariba	31	15	Match with phenotype
Isoniazid	Ariba	31	16	Match with phenotype
Isoniazid	Ariba	32	1	Match with phenotype
Isoniazid	Ariba	32	2	Match with phenotype
Isoniazid	Ariba	32	3	Match with phenotype
Isoniazid	Ariba	32	4	Match with phenotype
Isoniazid	Ariba	32	5	Match with phenotype
Isoniazid	Ariba	32	6	Match with phenotype
Isoniazid	Ariba	32	7	Match with phenotype
Isoniazid	Ariba	32	8	Match with phenotype
Isoniazid	Ariba	32	9	Match with phenotype
Isoniazid	Ariba	32	10	Match with phenotype
Isoniazid	Ariba	32	11	Match with phenotype
Isoniazid	Ariba	32	12	Match with phenotype
Isoniazid	Ariba	32	13	Match with phenotype
Isoniazid	Ariba	32	14	Match with phenotype
Isoniazid	Ariba	32	15	Match with phenotype
Isoniazid	Ariba	32	16	Match with phenotype
Isoniazid	Ariba	33	1	Match with phenotype
Isoniazid	Ariba	33	2	Match with phenotype
Isoniazid	Ariba	33	3	Match with phenotype
Isoniazid	Ariba	33	4	Match with phenotype
Isoniazid	Ariba	33	5	Match with phenotype
Isoniazid	Ariba	33	6	Match with phenotype
Isoniazid	Ariba	33	7	Match with phenotype
Isoniazid	Ariba	33	8	Match with phenotype
Isoniazid	Ariba	33	9	Match with phenotype
Isoniazid	Ariba	33	10	Match with phenotype
Isoniazid	Ariba	33	11	Match with phenotype
Isoniazid	Ariba	33	12	Match with phenotype
Isoniazid	Ariba	33	13	Match with phenotype
Isoniazid	Ariba	33	14	Match with phenotype
Isoniazid	Ariba	33	15	Match with phenotype
Isoniazid	Ariba	33	16	Match with phenotype
Isoniazid	Ariba	34	1	Not match with phenotype
Isoniazid	Ariba	34	2	Match with phenotype
Isoniazid	Ariba	34	3	Match with phenotype
Isoniazid	Ariba	34	4	Match with phenotype
Isoniazid	Ariba	34	5	Match with phenotype
Isoniazid	Ariba	34	6	Match with phenotype
Isoniazid	Ariba	34	7	Match with phenotype
Isoniazid	Ariba	34	8	Match with phenotype
Isoniazid	Ariba	34	9	Match with phenotype
Isoniazid	Ariba	34	10	Match with phenotype
Isoniazid	Ariba	34	11	Match with phenotype
Isoniazid	Ariba	34	12	Match with phenotype
Isoniazid	Ariba	34	13	Match with phenotype
Isoniazid	Ariba	34	14	Match with phenotype
Isoniazid	Ariba	34	15	Match with phenotype
Isoniazid	Ariba	34	16	Match with phenotype
Isoniazid	Ariba	35	1	Match with phenotype
Isoniazid	Ariba	35	2	Match with phenotype
Isoniazid	Ariba	35	3	Match with phenotype
Isoniazid	Ariba	35	4	Match with phenotype
Isoniazid	Ariba	35	5	Match with phenotype
Isoniazid	Ariba	35	6	Match with phenotype
Isoniazid	Ariba	35	7	Match with phenotype
Isoniazid	Ariba	35	8	Match with phenotype
Isoniazid	Ariba	35	9	Match with phenotype
Isoniazid	Ariba	35	10	Match with phenotype
Isoniazid	Ariba	35	11	Match with phenotype
Isoniazid	Ariba	35	12	Match with phenotype
Isoniazid	Ariba	35	13	Match with phenotype
Isoniazid	Ariba	35	14	Match with phenotype
Isoniazid	Ariba	35	15	Match with phenotype
Isoniazid	Ariba	35	16	Match with phenotype
Isoniazid	Ariba	36	1	Match with phenotype
Isoniazid	Ariba	36	2	Match with phenotype
Isoniazid	Ariba	36	3	Match with phenotype
Isoniazid	Ariba	36	4	Match with phenotype
Isoniazid	Ariba	36	5	Match with phenotype
Isoniazid	Ariba	36	6	Match with phenotype
Isoniazid	Ariba	36	7	Not match with phenotype
Isoniazid	Ariba	36	8	Match with phenotype
Isoniazid	Ariba	36	9	Match with phenotype
Isoniazid	Ariba	36	10	Match with phenotype
Isoniazid	Ariba	36	11	Match with phenotype
Isoniazid	Ariba	36	12	Match with phenotype
Isoniazid	Ariba	36	13	Match with phenotype
Isoniazid	Ariba	36	14	Match with phenotype
Isoniazid	Ariba	36	15	Match with phenotype
Isoniazid	Ariba	36	16	Match with phenotype
Isoniazid	Ariba	37	1	Match with phenotype
Isoniazid	Ariba	37	2	Match with phenotype
Isoniazid	Ariba	37	3	Match with phenotype
Isoniazid	Ariba	37	4	Match with phenotype
Isoniazid	Ariba	37	5	Match with phenotype
Isoniazid	Ariba	37	6	Match with phenotype
Isoniazid	Ariba	37	7	Match with phenotype
Isoniazid	Ariba	37	8	Match with phenotype
Isoniazid	Ariba	37	9	Match with phenotype
Isoniazid	Ariba	37	10	Match with phenotype
Isoniazid	Ariba	37	11	Match with phenotype
Isoniazid	Ariba	37	12	Match with phenotype
Isoniazid	Ariba	37	13	Match with phenotype
Isoniazid	Ariba	37	14	Match with phenotype
Isoniazid	Ariba	37	15	Match with phenotype
Isoniazid	Ariba	37	16	Match with phenotype
Isoniazid	Ariba	38	1	Match with phenotype
Isoniazid	Ariba	38	2	Match with phenotype
Isoniazid	Ariba	38	3	Match with phenotype
Isoniazid	Ariba	38	4	Match with phenotype
Isoniazid	Ariba	38	5	Match with phenotype
Isoniazid	Ariba	38	6	Match with phenotype
Isoniazid	Ariba	38	7	Match with phenotype
Isoniazid	Ariba	38	8	Match with phenotype
Isoniazid	Ariba	38	9	Match with phenotype
Isoniazid	Ariba	38	10	Match with phenotype
Isoniazid	Ariba	38	11	Match with phenotype
Isoniazid	Ariba	38	12	Match with phenotype
Isoniazid	Ariba	38	13	Match with phenotype
Isoniazid	Ariba	38	14	Match with phenotype
Isoniazid	Ariba	38	15	Match with phenotype
Isoniazid	Ariba	38	16	Match with phenotype
Isoniazid	Ariba	39	1	Match with phenotype
Isoniazid	Ariba	39	2	Match with phenotype
Isoniazid	Ariba	39	3	Match with phenotype
Isoniazid	Ariba	39	4	Match with phenotype
Isoniazid	Ariba	39	5	Match with phenotype
Isoniazid	Ariba	39	6	Match with phenotype
Isoniazid	Ariba	39	7	Match with phenotype
Isoniazid	Ariba	39	8	Match with phenotype
Isoniazid	Ariba	39	9	Match with phenotype
Isoniazid	Ariba	39	10	Match with phenotype
Isoniazid	Ariba	39	11	Match with phenotype
Isoniazid	Ariba	39	12	Match with phenotype
Isoniazid	Ariba	39	13	Match with phenotype
Isoniazid	Ariba	39	14	Match with phenotype
Isoniazid	Ariba	39	15	Match with phenotype
Isoniazid	Ariba	39	16	Match with phenotype
Isoniazid	Ariba	40	1	Match with phenotype
Isoniazid	Ariba	40	2	Match with phenotype
Isoniazid	Ariba	40	3	Match with phenotype
Isoniazid	Ariba	40	4	Not match with phenotype
Isoniazid	Ariba	40	5	Match with phenotype
Isoniazid	Ariba	40	6	Match with phenotype
Isoniazid	Ariba	40	7	Match with phenotype
Isoniazid	Ariba	40	8	Match with phenotype
Isoniazid	Ariba	40	9	Match with phenotype
Isoniazid	Ariba	40	10	Match with phenotype
Isoniazid	Ariba	40	11	Not match with phenotype
Isoniazid	Ariba	40	12	Not match with phenotype
Isoniazid	Ariba	40	13	Match with phenotype
Isoniazid	Ariba	40	14	Not match with phenotype
Isoniazid	Ariba	40	15	Not match with phenotype
Isoniazid	Ariba	40	16	Match with phenotype
Isoniazid	Ariba	41	1	Not match with phenotype
Isoniazid	Ariba	41	2	Not match with phenotype
Isoniazid	Ariba	41	3	Match with phenotype
Isoniazid	Ariba	41	4	Match with phenotype
Isoniazid	Ariba	41	5	Match with phenotype
Isoniazid	Ariba	41	6	Not match with phenotype
Isoniazid	Ariba	41	7	Match with phenotype
Isoniazid	Ariba	41	8	Match with phenotype
Isoniazid	Ariba	41	9	Match with phenotype
Isoniazid	Ariba	41	10	Not match with phenotype
Isoniazid	Ariba	41	11	Not match with phenotype
Isoniazid	Ariba	41	12	Not match with phenotype
Isoniazid	Ariba	41	13	Not match with phenotype
Isoniazid	Ariba	41	14	Match with phenotype
Isoniazid	Ariba	41	15	Match with phenotype
Isoniazid	Ariba	41	16	Match with phenotype
Pyrazinamide	Ariba	1	1	Match with phenotype
Pyrazinamide	Ariba	1	2	Match with phenotype
Pyrazinamide	Ariba	1	3	Match with phenotype
Pyrazinamide	Ariba	1	4	Match with phenotype
Pyrazinamide	Ariba	1	5	Match with phenotype
Pyrazinamide	Ariba	1	6	Match with phenotype
Pyrazinamide	Ariba	1	7	Match with phenotype
Pyrazinamide	Ariba	1	8	Match with phenotype
Pyrazinamide	Ariba	1	9	Match with phenotype
Pyrazinamide	Ariba	1	10	Match with phenotype
Pyrazinamide	Ariba	1	11	Match with phenotype
Pyrazinamide	Ariba	1	12	Match with phenotype
Pyrazinamide	Ariba	1	13	Not match with phenotype
Pyrazinamide	Ariba	1	14	Match with phenotype
Pyrazinamide	Ariba	1	15	Match with phenotype
Pyrazinamide	Ariba	1	16	Match with phenotype
Pyrazinamide	Ariba	2	1	Match with phenotype
Pyrazinamide	Ariba	2	2	Match with phenotype
Pyrazinamide	Ariba	2	3	Match with phenotype
Pyrazinamide	Ariba	2	4	Not match with phenotype
Pyrazinamide	Ariba	2	5	Match with phenotype
Pyrazinamide	Ariba	2	6	Match with phenotype
Pyrazinamide	Ariba	2	7	Match with phenotype
Pyrazinamide	Ariba	2	8	Match with phenotype
Pyrazinamide	Ariba	2	9	Match with phenotype
Pyrazinamide	Ariba	2	10	Match with phenotype
Pyrazinamide	Ariba	2	11	Match with phenotype
Pyrazinamide	Ariba	2	12	Match with phenotype
Pyrazinamide	Ariba	2	13	Match with phenotype
Pyrazinamide	Ariba	2	14	Match with phenotype
Pyrazinamide	Ariba	2	15	Match with phenotype
Pyrazinamide	Ariba	2	16	Match with phenotype
Pyrazinamide	Ariba	3	1	Match with phenotype
Pyrazinamide	Ariba	3	2	Match with phenotype
Pyrazinamide	Ariba	3	3	Match with phenotype
Pyrazinamide	Ariba	3	4	Match with phenotype
Pyrazinamide	Ariba	3	5	Match with phenotype
Pyrazinamide	Ariba	3	6	Match with phenotype
Pyrazinamide	Ariba	3	7	Not match with phenotype
Pyrazinamide	Ariba	3	8	Match with phenotype
